order_id;order_date;client_id;phone;email;brand;channel;items_count;gross_revenue;discount_amount;net_revenue;cogs;delivery_cost;acquisition_cost;order_status
ORD-0000469;2025-06-20;CUST_00206;+79992913049;;UrbanStyle;offline_pos;4;19908.19;0.0;19908.19;8361.44;0.0;1186.56;completed
ORD-0000811;2025-06-20;CUST_00348;+79994640933;;UrbanStyle;offline_pos;2;10686.88;0.0;10686.88;4488.49;0.0;0.0;completed
ORD-0003322;2025-06-20;CUST_01432;+79994787716;;UrbanStyle;offline_pos;3;17251.33;0.0;17251.33;7245.56;0.0;1232.98;completed
ORD-0003381;2025-06-20;CUST_01465;+79998200092;;UrbanStyle;online_site;3;19174.57;2876.19;16298.38;6845.32;350.0;0.0;completed
ORD-0000630;2025-06-21;CUST_00270;+79996102363;user_270_268@example.com;UrbanStyle;online_site;1;6485.18;1297.04;5188.14;2179.02;350.0;0.0;completed
ORD-0000987;2025-06-21;CUST_00441;+79993209208;;SportActive;online_site;1;6489.22;648.92;5840.3;2803.34;350.0;0.0;completed
ORD-0001402;2025-06-21;CUST_00604;;user_604_102@example.com;UrbanStyle;online_app;1;6342.53;951.38;5391.15;2264.28;250.0;0.0;completed
ORD-0001944;2025-06-21;CUST_00849;+79994607988;;SportActive;offline_pos;1;9426.19;942.62;8483.57;4072.11;0.0;0.0;completed
ORD-0002243;2025-06-21;CUST_00972;;user_972_161@example.com;UrbanStyle;online_app;4;26744.73;1337.24;25407.49;10671.15;250.0;1753.24;completed
ORD-0002287;2025-06-21;CUST_00986;+79997106747;;SportActive;online_app;3;26667.42;1333.37;25334.05;12160.34;250.0;972.54;completed
ORD-0002305;2025-06-21;CUST_00997;+79996635087;user_997_521@example.com;UrbanStyle;online_site;4;20885.96;1044.3;19841.66;8333.5;350.0;0.0;completed
ORD-0002359;2025-06-21;CUST_01018;;user_1018_874@example.com;UrbanStyle;online_site;2;10757.72;1075.77;9681.95;4066.42;350.0;1722.0;completed
ORD-0003089;2025-06-21;CUST_01333;+79999381494;user_1333_204@example.com;SportActive;online_app;2;15682.89;0.0;15682.89;7527.79;250.0;0.0;completed
ORD-0003412;2025-06-21;CUST_01478;;user_1478_842@example.com;UrbanStyle;online_app;1;5489.95;549.0;4940.95;2075.2;250.0;0.0;completed
ORD-0000472;2025-06-22;CUST_00208;+79992264218;user_208_281@example.com;SportActive;online_site;4;32151.26;4822.69;27328.57;13117.71;350.0;0.0;completed
ORD-0001222;2025-06-22;CUST_00531;+79995799841;;SportActive;online_site;3;27522.02;1376.1;26145.92;12550.04;350.0;0.0;completed
ORD-0001839;2025-06-22;CUST_00797;;user_797_150@example.com;UrbanStyle;online_app;2;10589.63;529.48;10060.15;4225.26;250.0;1622.23;completed
ORD-0002368;2025-06-22;CUST_01022;+79998927925;user_1022_227@example.com;SportActive;offline_pos;4;26114.07;5222.81;20891.26;10027.8;0.0;0.0;completed
ORD-0002478;2025-06-22;CUST_01074;+79996696526;;SportActive;offline_pos;4;30956.62;6191.32;24765.3;11887.34;0.0;1259.12;cancelled
ORD-0000046;2025-06-23;CUST_00027;;user_27_702@example.com;SportActive;online_site;4;39624.98;1981.25;37643.73;18068.99;350.0;1470.86;completed
ORD-0000262;2025-06-23;CUST_00117;+79994916201;;SportActive;offline_pos;4;35558.85;0.0;35558.85;17068.25;0.0;0.0;completed
ORD-0000320;2025-06-23;CUST_00142;+79992347467;user_142_972@example.com;UrbanStyle;online_app;3;18254.45;1825.45;16429.0;6900.18;250.0;1200.35;completed
ORD-0001285;2025-06-23;CUST_00552;+79996012883;user_552_292@example.com;UrbanStyle;online_site;4;26570.85;3985.63;22585.22;9485.79;350.0;0.0;completed
ORD-0001595;2025-06-23;CUST_00694;+79991873301;user_694_264@example.com;UrbanStyle;online_app;2;11588.79;2317.76;9271.03;3893.83;250.0;1395.13;completed
ORD-0001964;2025-06-23;CUST_00860;+79998960796;user_860_916@example.com;UrbanStyle;online_site;3;20600.27;0.0;20600.27;8652.11;350.0;996.38;completed
ORD-0002693;2025-06-23;CUST_01165;+79998859576;user_1165_234@example.com;SportActive;offline_pos;4;38969.95;7793.99;31175.96;14964.46;0.0;1070.6;completed
ORD-0002753;2025-06-23;CUST_01194;+79999947098;user_1194_964@example.com;UrbanStyle;online_site;4;29302.57;5860.51;23442.06;9845.67;350.0;1792.69;completed
ORD-0003040;2025-06-23;CUST_01313;+79998249042;;UrbanStyle;online_site;2;12349.75;0.0;12349.75;5186.89;350.0;0.0;completed
ORD-0000456;2025-06-24;CUST_00197;+79998212753;;UrbanStyle;offline_pos;3;21766.85;3265.03;18501.82;7770.76;0.0;0.0;completed
ORD-0001743;2025-06-24;CUST_00758;+79994334029;user_758_469@example.com;SportActive;online_site;1;9828.89;491.44;9337.45;4481.98;350.0;0.0;completed
ORD-0002876;2025-06-24;CUST_01252;+79999718700;user_1252_913@example.com;UrbanStyle;online_app;4;27839.65;1391.98;26447.67;11108.02;250.0;1160.37;completed
ORD-0000909;2025-06-25;CUST_00401;+79993757404;user_401_858@example.com;UrbanStyle;online_app;4;28461.52;5692.3;22769.22;9563.07;250.0;996.44;completed
ORD-0001290;2025-06-25;CUST_00554;;user_554_528@example.com;UrbanStyle;online_site;1;4971.55;0.0;4971.55;2088.05;350.0;0.0;completed
ORD-0003149;2025-06-25;CUST_01362;+79996070402;user_1362_612@example.com;SportActive;online_site;2;13429.79;1342.98;12086.81;5801.67;350.0;0.0;completed
ORD-0000298;2025-06-26;CUST_00137;;user_137_566@example.com;SportActive;online_site;3;18999.11;1899.91;17099.2;8207.62;350.0;1407.19;completed
ORD-0000566;2025-06-26;CUST_00244;+79992739191;user_244_890@example.com;UrbanStyle;online_site;4;30264.74;4539.71;25725.03;10804.51;350.0;920.72;completed
ORD-0001551;2025-06-26;CUST_00671;+79991110690;user_671_613@example.com;SportActive;online_app;2;14272.22;1427.22;12845.0;6165.6;250.0;1623.87;completed
ORD-0001707;2025-06-26;CUST_00738;;user_738_981@example.com;SportActive;online_site;3;19582.28;979.11;18603.17;8929.52;350.0;0.0;completed
ORD-0002518;2025-06-26;CUST_01094;+79991938272;user_1094_602@example.com;UrbanStyle;online_app;2;14753.83;1475.38;13278.45;5576.95;250.0;0.0;completed
ORD-0002572;2025-06-26;CUST_01109;+79994051595;user_1109_502@example.com;SportActive;offline_pos;1;8438.97;0.0;8438.97;4050.71;0.0;0.0;completed
ORD-0002998;2025-06-26;CUST_01297;+79998007639;user_1297_314@example.com;SportActive;offline_pos;2;18187.78;1818.78;16369.0;7857.12;0.0;0.0;completed
ORD-0003153;2025-06-26;CUST_01364;+79994515255;user_1364_866@example.com;UrbanStyle;online_site;3;21759.08;2175.91;19583.17;8224.93;350.0;1038.48;completed
ORD-0003376;2025-06-26;CUST_01462;+79994967894;user_1462_153@example.com;SportActive;online_site;4;31776.97;0.0;31776.97;15252.95;350.0;1723.78;completed
ORD-0000773;2025-06-27;CUST_00329;+79992225232;user_329_146@example.com;UrbanStyle;online_site;3;16510.93;3302.19;13208.74;5547.67;350.0;0.0;completed
ORD-0001151;2025-06-27;CUST_00506;+79992488575;;SportActive;online_site;3;25838.83;3875.82;21963.01;10542.24;350.0;1685.02;completed
ORD-0002218;2025-06-27;CUST_00960;+79993928445;user_960_725@example.com;SportActive;online_app;4;33922.58;6784.52;27138.06;13026.27;250.0;0.0;completed
ORD-0002813;2025-06-27;CUST_01225;;user_1225_650@example.com;UrbanStyle;online_site;4;24369.88;4873.98;19495.9;8188.28;350.0;0.0;completed
ORD-0000592;2025-06-28;CUST_00254;+79998297090;;UrbanStyle;offline_pos;4;28793.41;2879.34;25914.07;10883.91;0.0;0.0;completed
ORD-0000941;2025-06-28;CUST_00419;+79992969410;;SportActive;offline_pos;4;38730.46;0.0;38730.46;18590.62;0.0;1782.95;completed
ORD-0001519;2025-06-28;CUST_00659;+79992282825;;SportActive;online_site;4;29588.84;5917.77;23671.07;11362.11;350.0;0.0;completed
ORD-0001844;2025-06-28;CUST_00801;+79991406123;user_801_888@example.com;UrbanStyle;online_site;2;11872.5;0.0;11872.5;4986.45;350.0;1466.42;completed
ORD-0001382;2025-06-29;CUST_00595;+79999085438;user_595_454@example.com;SportActive;online_app;1;9415.86;1412.38;8003.48;3841.67;250.0;0.0;completed
ORD-0002409;2025-06-29;CUST_01042;+79993460174;;SportActive;online_site;2;14581.03;2187.15;12393.88;5949.06;350.0;1570.17;completed
ORD-0002540;2025-06-29;CUST_01099;+79997593035;user_1099_361@example.com;UrbanStyle;online_app;2;11578.6;1736.79;9841.81;4133.56;250.0;0.0;completed
ORD-0003390;2025-06-29;CUST_01471;+79991797863;;UrbanStyle;online_app;4;28933.95;1446.7;27487.25;11544.65;250.0;1469.46;completed
ORD-0000355;2025-06-30;CUST_00155;+79995204819;;UrbanStyle;online_site;1;7154.57;715.46;6439.11;2704.43;350.0;1698.23;completed
ORD-0001608;2025-06-30;CUST_00701;;user_701_630@example.com;UrbanStyle;online_site;3;18508.62;925.43;17583.19;7384.94;350.0;1432.94;completed
ORD-0002092;2025-06-30;CUST_00911;+79995852112;user_911_271@example.com;UrbanStyle;online_app;3;16588.0;2488.2;14099.8;5921.92;250.0;1041.55;completed
ORD-0002292;2025-06-30;CUST_00990;+79998095573;user_990_383@example.com;SportActive;online_site;2;14420.6;721.03;13699.57;6575.79;350.0;1364.34;cancelled
ORD-0002481;2025-06-30;CUST_01076;+79993216888;;SportActive;offline_pos;2;13139.68;656.98;12482.7;5991.7;0.0;0.0;completed
ORD-0000890;2025-07-01;CUST_00394;+79997704473;user_394_870@example.com;UrbanStyle;online_site;4;21739.26;1086.96;20652.3;8673.97;350.0;1006.57;completed
ORD-0001955;2025-07-01;CUST_00854;+79999328158;user_854_632@example.com;SportActive;online_site;4;31792.54;6358.51;25434.03;12208.33;350.0;1284.09;completed
ORD-0001972;2025-07-01;CUST_00864;+79996355946;;SportActive;online_site;1;8107.09;810.71;7296.38;3502.26;350.0;1193.53;completed
ORD-0002418;2025-07-01;CUST_01047;+79999627700;user_1047_333@example.com;UrbanStyle;online_app;4;26433.37;3965.01;22468.36;9436.71;250.0;1166.21;completed
ORD-0001798;2025-07-02;CUST_00780;+79998696054;user_780_819@example.com;SportActive;online_app;1;7481.1;1122.16;6358.94;3052.29;250.0;0.0;completed
ORD-0002334;2025-07-02;CUST_01010;+79992536154;;SportActive;offline_pos;2;18211.67;1821.17;16390.5;7867.44;0.0;1690.25;completed
ORD-0002383;2025-07-02;CUST_01027;+79998038277;user_1027_751@example.com;SportActive;online_site;4;36014.71;7202.94;28811.77;13829.65;350.0;1105.16;completed
ORD-0003086;2025-07-02;CUST_01331;+79996305630;;UrbanStyle;online_app;2;14845.31;1484.53;13360.78;5611.53;250.0;1795.83;completed
ORD-0003436;2025-07-02;CUST_01492;+79993965125;user_1492_362@example.com;SportActive;offline_pos;3;21940.68;3291.1;18649.58;8951.8;0.0;1193.98;completed
ORD-0001050;2025-07-03;CUST_00468;+79991160974;user_468_443@example.com;UrbanStyle;online_app;4;23820.87;1191.04;22629.83;9504.53;250.0;0.0;cancelled
ORD-0001070;2025-07-03;CUST_00476;+79996172545;;UrbanStyle;online_app;2;11922.49;1192.25;10730.24;4506.7;250.0;1465.2;completed
ORD-0001757;2025-07-03;CUST_00765;+79991662507;user_765_596@example.com;SportActive;online_app;2;16917.21;845.86;16071.35;7714.25;250.0;1431.21;completed
ORD-0002061;2025-07-03;CUST_00898;;user_898_131@example.com;UrbanStyle;online_app;1;7608.92;760.89;6848.03;2876.17;250.0;1300.89;completed
ORD-0002120;2025-07-03;CUST_00921;;user_921_339@example.com;UrbanStyle;online_app;2;13387.58;2008.14;11379.44;4779.36;250.0;0.0;completed
ORD-0002559;2025-07-03;CUST_01103;+79999494883;user_1103_167@example.com;UrbanStyle;online_site;4;19870.92;3974.18;15896.74;6676.63;350.0;0.0;completed
ORD-0002925;2025-07-03;CUST_01266;+79998841710;user_1266_714@example.com;UrbanStyle;online_site;1;7259.97;0.0;7259.97;3049.19;350.0;0.0;completed
ORD-0003357;2025-07-03;CUST_01452;;user_1452_209@example.com;UrbanStyle;online_app;4;29812.79;5962.56;23850.23;10017.1;250.0;0.0;completed
ORD-0000174;2025-07-04;CUST_00075;+79999910914;user_75_672@example.com;UrbanStyle;online_site;1;6814.43;1362.89;5451.54;2289.65;350.0;0.0;completed
ORD-0001357;2025-07-04;CUST_00585;;user_585_197@example.com;SportActive;online_site;1;8090.75;809.08;7281.67;3495.2;350.0;1482.31;cancelled
ORD-0002677;2025-07-04;CUST_01154;+79997626953;user_1154_923@example.com;UrbanStyle;online_site;1;4988.29;249.41;4738.88;1990.33;350.0;1672.3;completed
ORD-0003118;2025-07-04;CUST_01349;+79998405061;;UrbanStyle;online_app;1;5655.32;1131.06;4524.26;1900.19;250.0;1165.81;returned
ORD-0000222;2025-07-05;CUST_00096;+79993566765;user_96_545@example.com;UrbanStyle;online_site;2;10894.17;1634.13;9260.04;3889.22;350.0;908.84;completed
ORD-0000508;2025-07-05;CUST_00222;;user_222_319@example.com;UrbanStyle;online_app;3;15524.87;2328.73;13196.14;5542.38;250.0;1488.26;completed
ORD-0001924;2025-07-05;CUST_00838;;user_838_844@example.com;SportActive;online_app;1;6782.59;1356.52;5426.07;2604.51;250.0;1671.92;completed
ORD-0002529;2025-07-05;CUST_01096;+79996170258;user_1096_121@example.com;SportActive;online_app;1;7717.63;1543.53;6174.1;2963.57;250.0;1744.75;completed
ORD-0000170;2025-07-06;CUST_00074;+79999689889;;UrbanStyle;online_site;3;19179.72;1917.97;17261.75;7249.93;350.0;0.0;completed
ORD-0000327;2025-07-06;CUST_00144;+79994816586;user_144_864@example.com;UrbanStyle;online_app;2;15276.65;3055.33;12221.32;5132.95;250.0;0.0;completed
ORD-0000952;2025-07-06;CUST_00425;+79997949543;user_425_484@example.com;UrbanStyle;online_site;3;21347.17;3202.08;18145.09;7620.94;350.0;0.0;completed
ORD-0001834;2025-07-06;CUST_00794;+79993509536;;UrbanStyle;offline_pos;1;6647.05;1329.41;5317.64;2233.41;0.0;0.0;completed
ORD-0001875;2025-07-06;CUST_00816;;user_816_794@example.com;SportActive;online_app;1;7729.08;772.91;6956.17;3338.96;250.0;0.0;completed
ORD-0002204;2025-07-06;CUST_00953;+79997844188;;UrbanStyle;online_site;4;20979.14;1048.96;19930.18;8370.68;350.0;0.0;completed
ORD-0002385;2025-07-06;CUST_01028;+79992288937;user_1028_626@example.com;SportActive;online_app;4;39760.76;1988.04;37772.72;18130.91;250.0;0.0;returned
ORD-0002790;2025-07-06;CUST_01214;+79998452933;user_1214_186@example.com;SportActive;online_site;2;13085.73;1308.57;11777.16;5653.04;350.0;0.0;completed
ORD-0003202;2025-07-06;CUST_01385;+79992500416;;UrbanStyle;offline_pos;2;10737.44;1610.62;9126.82;3833.26;0.0;0.0;completed
ORD-0003214;2025-07-06;CUST_01391;+79994132328;;SportActive;online_app;1;6620.75;662.08;5958.67;2860.16;250.0;0.0;completed
ORD-0003237;2025-07-06;CUST_01396;+79995754542;user_1396_249@example.com;SportActive;online_app;1;7081.2;708.12;6373.08;3059.08;250.0;0.0;completed
ORD-0000369;2025-07-07;CUST_00159;+79993760597;;SportActive;offline_pos;4;27113.92;4067.09;23046.83;11062.48;0.0;1640.2;completed
ORD-0000939;2025-07-07;CUST_00417;+79998404902;user_417_659@example.com;UrbanStyle;online_app;2;10873.67;1087.37;9786.3;4110.25;250.0;1545.37;completed
ORD-0001313;2025-07-07;CUST_00565;;user_565_601@example.com;SportActive;online_site;1;9487.9;948.79;8539.11;4098.77;350.0;0.0;completed
ORD-0001495;2025-07-07;CUST_00651;+79991912484;user_651_971@example.com;SportActive;online_app;4;36590.59;7318.12;29272.47;14050.79;250.0;0.0;completed
ORD-0001511;2025-07-07;CUST_00656;+79997961284;;UrbanStyle;online_site;2;11677.98;0.0;11677.98;4904.75;350.0;0.0;completed
ORD-0002268;2025-07-07;CUST_00981;;user_981_265@example.com;SportActive;online_app;2;12556.08;0.0;12556.08;6026.92;250.0;0.0;completed
ORD-0002288;2025-07-07;CUST_00987;+79997147725;;UrbanStyle;online_app;3;22235.65;4447.13;17788.52;7471.18;250.0;1648.96;completed
ORD-0002937;2025-07-07;CUST_01271;;user_1271_746@example.com;UrbanStyle;online_site;2;15922.05;796.1;15125.95;6352.9;350.0;0.0;completed
ORD-0003329;2025-07-07;CUST_01435;;user_1435_274@example.com;UrbanStyle;online_site;1;5581.65;558.16;5023.49;2109.87;350.0;0.0;completed
ORD-0001135;2025-07-08;CUST_00501;;user_501_764@example.com;UrbanStyle;online_site;1;6648.15;1329.63;5318.52;2233.78;350.0;0.0;completed
ORD-0002578;2025-07-08;CUST_01112;+79991236808;user_1112_835@example.com;UrbanStyle;online_app;1;6715.89;1343.18;5372.71;2256.54;250.0;1195.51;completed
ORD-0002625;2025-07-08;CUST_01130;;user_1130_676@example.com;SportActive;online_site;2;15200.99;3040.2;12160.79;5837.18;350.0;0.0;completed
ORD-0002979;2025-07-08;CUST_01288;+79997415119;user_1288_125@example.com;UrbanStyle;online_app;4;27034.01;1351.7;25682.31;10786.57;250.0;1459.05;completed
ORD-0003298;2025-07-08;CUST_01419;;user_1419_768@example.com;UrbanStyle;online_app;4;25623.82;2562.38;23061.44;9685.8;250.0;0.0;completed
ORD-0003405;2025-07-08;CUST_01477;;user_1477_297@example.com;SportActive;online_app;3;26297.77;1314.89;24982.88;11991.78;250.0;0.0;completed
ORD-0000386;2025-07-09;CUST_00167;;user_167_701@example.com;SportActive;online_app;4;28077.48;4211.62;23865.86;11455.61;250.0;1215.53;completed
ORD-0000450;2025-07-09;CUST_00195;+79992425342;;UrbanStyle;offline_pos;1;5358.66;803.8;4554.86;1913.04;0.0;1325.53;completed
ORD-0000597;2025-07-09;CUST_00258;;user_258_642@example.com;UrbanStyle;online_site;3;22287.33;1114.37;21172.96;8892.64;350.0;1103.58;cancelled
ORD-0000823;2025-07-09;CUST_00353;+79994712363;;UrbanStyle;online_site;1;6978.79;1046.82;5931.97;2491.43;350.0;1485.56;completed
ORD-0002233;2025-07-09;CUST_00964;+79998959326;user_964_609@example.com;UrbanStyle;online_app;3;20591.18;1029.56;19561.62;8215.88;250.0;0.0;completed
ORD-0002347;2025-07-09;CUST_01014;+79996786800;;UrbanStyle;online_site;1;6849.25;1369.85;5479.4;2301.35;350.0;1613.87;completed
ORD-0002537;2025-07-09;CUST_01097;+79991917249;;SportActive;offline_pos;3;28386.11;1419.31;26966.8;12944.06;0.0;0.0;completed
ORD-0002647;2025-07-09;CUST_01139;+79993585950;user_1139_223@example.com;UrbanStyle;offline_pos;4;27251.21;5450.24;21800.97;9156.41;0.0;0.0;completed
ORD-0000363;2025-07-10;CUST_00158;+79994368777;user_158_235@example.com;SportActive;online_site;4;31723.44;0.0;31723.44;15227.25;350.0;0.0;completed
ORD-0000492;2025-07-10;CUST_00217;+79996676858;user_217_795@example.com;UrbanStyle;online_app;1;7667.06;0.0;7667.06;3220.17;250.0;1550.5;completed
ORD-0000530;2025-07-10;CUST_00231;+79999655523;;SportActive;online_app;1;8003.0;800.3;7202.7;3457.3;250.0;1117.24;completed
ORD-0000692;2025-07-10;CUST_00301;+79995993143;;UrbanStyle;online_site;1;7611.46;761.15;6850.31;2877.13;350.0;0.0;completed
ORD-0000970;2025-07-10;CUST_00434;+79991868846;user_434_505@example.com;SportActive;online_app;2;15067.22;0.0;15067.22;7232.27;250.0;1096.17;completed
ORD-0001087;2025-07-10;CUST_00481;;user_481_481@example.com;SportActive;online_site;4;36295.91;0.0;36295.91;17422.04;350.0;0.0;completed
ORD-0001502;2025-07-10;CUST_00654;+79996331563;user_654_597@example.com;UrbanStyle;online_app;4;20553.04;4110.61;16442.43;6905.82;250.0;0.0;completed
ORD-0001807;2025-07-10;CUST_00783;+79996426605;user_783_723@example.com;UrbanStyle;online_site;1;5780.42;1156.08;4624.34;1942.22;350.0;1602.78;completed
ORD-0002107;2025-07-10;CUST_00917;+79991555166;;SportActive;offline_pos;3;26030.8;5206.16;20824.64;9995.83;0.0;0.0;completed
ORD-0002308;2025-07-10;CUST_01000;+79991793880;user_1000_251@example.com;UrbanStyle;online_site;4;25303.12;1265.16;24037.96;10095.94;350.0;1648.05;completed
ORD-0002485;2025-07-10;CUST_01077;+79996651204;user_1077_379@example.com;UrbanStyle;online_site;2;11659.36;582.97;11076.39;4652.08;350.0;0.0;completed
ORD-0002913;2025-07-10;CUST_01263;;user_1263_451@example.com;UrbanStyle;online_site;1;5017.21;1003.44;4013.77;1685.78;350.0;0.0;completed
ORD-0003249;2025-07-10;CUST_01399;+79994533501;user_1399_968@example.com;SportActive;offline_pos;4;34415.97;6883.19;27532.78;13215.73;0.0;0.0;completed
ORD-0003317;2025-07-10;CUST_01429;+79999580328;user_1429_719@example.com;UrbanStyle;online_site;2;15228.05;761.4;14466.65;6075.99;350.0;1279.53;completed
ORD-0003339;2025-07-10;CUST_01441;+79992512308;user_1441_749@example.com;UrbanStyle;offline_pos;2;15278.77;2291.82;12986.95;5454.52;0.0;0.0;completed
ORD-0000099;2025-07-11;CUST_00046;;user_46_548@example.com;SportActive;online_site;4;31595.03;0.0;31595.03;15165.61;350.0;0.0;completed
ORD-0001058;2025-07-11;CUST_00470;+79995694689;;UrbanStyle;online_app;4;22510.84;1125.54;21385.3;8981.83;250.0;0.0;returned
ORD-0001472;2025-07-11;CUST_00636;+79999167227;user_636_144@example.com;UrbanStyle;online_app;2;11458.7;0.0;11458.7;4812.65;250.0;1088.27;completed
ORD-0001696;2025-07-11;CUST_00736;;user_736_186@example.com;SportActive;online_app;2;18494.79;924.74;17570.05;8433.62;250.0;0.0;completed
ORD-0001982;2025-07-11;CUST_00868;;user_868_554@example.com;UrbanStyle;online_site;3;20637.5;0.0;20637.5;8667.75;350.0;1599.03;completed
ORD-0002773;2025-07-11;CUST_01204;+79993396950;;SportActive;offline_pos;1;7737.54;1547.51;6190.03;2971.21;0.0;1686.41;completed
ORD-0002985;2025-07-11;CUST_01291;+79996523752;user_1291_356@example.com;UrbanStyle;online_site;1;5152.88;1030.58;4122.3;1731.37;350.0;0.0;completed
ORD-0003131;2025-07-11;CUST_01354;+79997621123;user_1354_860@example.com;UrbanStyle;online_app;1;6181.65;309.08;5872.57;2466.48;250.0;1256.33;completed
ORD-0000797;2025-07-12;CUST_00344;+79995042775;;UrbanStyle;offline_pos;2;11055.87;0.0;11055.87;4643.47;0.0;1013.67;completed
ORD-0001266;2025-07-12;CUST_00548;+79995620085;user_548_533@example.com;SportActive;online_site;4;36988.63;7397.73;29590.9;14203.63;350.0;0.0;completed
ORD-0001325;2025-07-12;CUST_00574;+79999971338;user_574_738@example.com;UrbanStyle;online_app;3;22452.88;3367.93;19084.95;8015.68;250.0;1676.71;completed
ORD-0001808;2025-07-12;CUST_00784;+79995262908;user_784_468@example.com;SportActive;online_app;3;26004.19;5200.84;20803.35;9985.61;250.0;1539.89;completed
ORD-0001973;2025-07-12;CUST_00865;+79997535837;user_865_291@example.com;UrbanStyle;online_site;2;15956.14;2393.42;13562.72;5696.34;350.0;1383.34;completed
ORD-0002589;2025-07-12;CUST_01115;+79994176986;user_1115_528@example.com;UrbanStyle;online_site;1;6099.68;0.0;6099.68;2561.87;350.0;0.0;completed
ORD-0002842;2025-07-12;CUST_01236;+79993972698;user_1236_959@example.com;SportActive;online_site;3;22705.57;3405.84;19299.73;9263.87;350.0;1187.8;completed
ORD-0002896;2025-07-12;CUST_01257;+79991177948;user_1257_564@example.com;UrbanStyle;online_site;4;29118.23;5823.65;23294.58;9783.72;350.0;0.0;completed
ORD-0003071;2025-07-12;CUST_01320;+79998740286;user_1320_169@example.com;UrbanStyle;online_site;1;6641.0;0.0;6641.0;2789.22;350.0;0.0;completed
ORD-0003264;2025-07-12;CUST_01407;+79993822312;user_1407_157@example.com;UrbanStyle;online_app;3;17063.72;853.19;16210.53;6808.42;250.0;1110.57;completed
ORD-0001034;2025-07-13;CUST_00461;+79997425329;;UrbanStyle;offline_pos;2;15558.79;3111.76;12447.03;5227.75;0.0;0.0;cancelled
ORD-0001139;2025-07-13;CUST_00503;+79993136551;user_503_281@example.com;SportActive;online_site;4;38573.56;3857.36;34716.2;16663.78;350.0;1768.37;completed
ORD-0002459;2025-07-13;CUST_01067;+79995772070;user_1067_428@example.com;UrbanStyle;online_site;3;15202.99;0.0;15202.99;6385.26;350.0;1749.3;completed
ORD-0002510;2025-07-13;CUST_01090;+79993358208;;UrbanStyle;offline_pos;4;19982.29;2997.34;16984.95;7133.68;0.0;0.0;completed
ORD-0002642;2025-07-13;CUST_01138;+79997692721;;SportActive;online_site;3;21421.96;3213.29;18208.67;8740.16;350.0;0.0;cancelled
ORD-0002776;2025-07-13;CUST_01207;+79993228175;user_1207_880@example.com;UrbanStyle;online_site;3;17166.02;1716.6;15449.42;6488.76;350.0;1558.03;completed
ORD-0003334;2025-07-13;CUST_01438;+79997210098;;SportActive;offline_pos;4;39197.57;5879.64;33317.93;15992.61;0.0;1295.07;completed
ORD-0000017;2025-07-14;CUST_00011;;user_11_801@example.com;UrbanStyle;online_site;4;21609.01;1080.45;20528.56;8622.0;350.0;1322.79;completed
ORD-0000037;2025-07-14;CUST_00022;+79996159230;user_22_345@example.com;UrbanStyle;online_app;4;21107.62;1055.38;20052.24;8421.94;250.0;0.0;completed
ORD-0000065;2025-07-14;CUST_00035;+79991247595;user_35_195@example.com;SportActive;offline_pos;1;6688.52;668.85;6019.67;2889.44;0.0;0.0;completed
ORD-0000150;2025-07-14;CUST_00067;+79996049101;user_67_515@example.com;UrbanStyle;online_site;3;18058.79;902.94;17155.85;7205.46;350.0;1798.28;completed
ORD-0000825;2025-07-14;CUST_00355;+79996663388;;UrbanStyle;offline_pos;3;23915.63;1195.78;22719.85;9542.34;0.0;1436.69;completed
ORD-0000851;2025-07-14;CUST_00370;+79997682298;user_370_178@example.com;UrbanStyle;offline_pos;4;22020.24;4404.05;17616.19;7398.8;0.0;0.0;completed
ORD-0000864;2025-07-14;CUST_00381;+79995503118;user_381_604@example.com;SportActive;online_app;2;15060.46;2259.07;12801.39;6144.67;250.0;1218.64;completed
ORD-0001276;2025-07-14;CUST_00550;+79997278533;user_550_674@example.com;SportActive;offline_pos;1;9043.25;904.33;8138.92;3906.68;0.0;0.0;completed
ORD-0001332;2025-07-14;CUST_00576;;user_576_818@example.com;UrbanStyle;online_site;3;22194.94;0.0;22194.94;9321.87;350.0;1103.43;completed
ORD-0001911;2025-07-14;CUST_00830;+79999995261;;UrbanStyle;offline_pos;2;9933.49;993.35;8940.14;3754.86;0.0;1362.71;completed
ORD-0002037;2025-07-14;CUST_00892;+79992031500;user_892_192@example.com;UrbanStyle;online_app;4;30666.93;4600.04;26066.89;10948.09;250.0;1295.13;completed
ORD-0002225;2025-07-14;CUST_00962;;user_962_197@example.com;SportActive;online_app;2;19637.82;3927.56;15710.26;7540.92;250.0;0.0;completed
ORD-0000129;2025-07-15;CUST_00058;+79994731818;;SportActive;offline_pos;3;29486.83;0.0;29486.83;14153.68;0.0;1724.54;completed
ORD-0000293;2025-07-15;CUST_00133;+79999537455;user_133_822@example.com;UrbanStyle;online_app;1;6293.93;0.0;6293.93;2643.45;250.0;0.0;completed
ORD-0000307;2025-07-15;CUST_00139;+79993551903;user_139_607@example.com;SportActive;online_site;2;14370.15;718.51;13651.64;6552.79;350.0;1520.73;completed
ORD-0000339;2025-07-15;CUST_00148;+79993401116;;UrbanStyle;online_site;1;7346.59;1469.32;5877.27;2468.45;350.0;1213.67;returned
ORD-0000350;2025-07-15;CUST_00152;+79995953150;user_152_122@example.com;SportActive;online_site;3;25963.06;0.0;25963.06;12462.27;350.0;1604.94;completed
