Дата транзакции;id Клиента;№ операции;Сумма;Статус;email Клиента;Дата первой продажи;Номер когорты;Количество товаров;Товар 1;Товар 2;Товар 3;Месяц
04.05.2021;1774;;2 274;completed;alexanderanderson1993@gmail.com;44320;5;3;1100.0;587.0;587.0;5
12.01.2022;2740;;1 687;returned;Olivermoore2007@yahoo.com;44260;3;2;587.0;1100.0;;13
26.11.2021;1831;;240;completed;Charlottesmith1987@mail.ru;44283;3;1;;;240.0;11
30.11.2021;3759;;1 425;completed;Lucasjackson12@gmail.com;44530;11;2;325.0;;1100.0;11
30.04.2021;2058;;4 540;completed;Isabellathomas13@outlook.com;44310;4;3;240.0;3500.0;800.0;4
16.11.2021;3675;;1 930;completed;Isabellalopez2007@mail.ru;44448;9;3;240.0;890.0;800.0;11
31.08.2021;3306;;8 987;completed;Emmataylor1993@yahoo.com;44439;8;3;3500.0;4900.0;587.0;8
12.02.2022;3481;;4 925;completed;Isabellabrown2007@yahoo.com;44555;12;3;3500.0;1100.0;325.0;14
07.10.2021;1631;;9 800;completed;Liamtaylor33@yandex.ru;44476;10;2;4900.0;4900.0;;10
05.06.2021;2268;;5 727;completed;charlottesmith66@gmail.com;44312;4;3;587.0;4900.0;240.0;6
03.05.2021;3601;;4 925;completed;Liambrown2007@yahoo.com;44319;5;3;3500.0;1100.0;325.0;5
23.01.2022;2333;;1 040;completed;avawilliams66@gmail.com;44414;8;2;;800.0;240.0;13
29.03.2021;3323;;7 387;completed;Isabellataylor1993@outlook.com;44284;3;3;587.0;1900.0;4900.0;3
12.10.2021;1423;;3 500;completed;Sophiamartinez1987@outlook.com;44481;10;3;1900.0;800.0;800.0;10
28.05.2021;3518;;1 780;completed;Williammoore66@outlook.com;44344;5;2;890.0;890.0;;5
16.10.2021;3284;;3 174;completed;Liamtaylor69@yandex.ru;44261;3;3;587.0;2000.0;587.0;10
28.02.2021;2616;;5 280;completed;Oliverthomas13@gmail.com;44255;2;3;890.0;890.0;3500.0;2
12.05.2021;3483;;7 387;completed;Lucasmoore1993@outlook.com;44269;3;3;1900.0;587.0;4900.0;5
17.06.2021;2518;;6 500;completed;Emmamartinez1993@outlook.com;44364;6;3;1900.0;1100.0;3500.0;6
06.11.2021;1974;;5 190;completed;williamsmith69@gmail.com;44290;4;3;800.0;890.0;3500.0;11
30.05.2021;1253;;4 690;completed;Emmasmith1987@mail.ru;44252;2;3;890.0;1900.0;1900.0;5
16.09.2021;2215;;2 140;returned;Oliveranderson2007@outlook.com;44455;9;3;1100.0;800.0;240.0;9
15.05.2021;1323;;2 277;completed;Charlottebrown1993@outlook.com;44252;2;3;800.0;587.0;890.0;5
04.01.2022;3063;;565;completed;avalopez88@gmail.com;44469;9;2;240.0;325.0;;13
08.02.2022;1406;;2 012;completed;Emmawilliams69@outlook.com;44414;8;3;1100.0;587.0;325.0;14
23.01.2022;1877;;4 327;completed;Alexanderjackson12@outlook.com;44529;11;3;587.0;240.0;3500.0;13
30.12.2021;3547;;2 790;completed;Lucassmith13@yahoo.com;44560;12;2;890.0;;1900.0;12
27.07.2021;3156;;4 000;completed;avajackson33@yahoo.com;44282;3;2;;2000.0;2000.0;7
05.12.2021;1900;;4 800;completed;Williamsmith13@mail.ru;44303;4;3;800.0;2000.0;2000.0;12
16.08.2021;3716;;5 900;completed;Olivermartinez88@yahoo.com;44424;8;3;2000.0;2000.0;1900.0;8
24.02.2021;3861;;3 477;completed;Liammartinez2007@yahoo.com;44251;2;3;890.0;2000.0;587.0;2
05.03.2021;3754;;2 230;completed;Isabellawilliams13@yandex.ru;44260;3;3;1100.0;240.0;890.0;3
27.08.2021;2504;;1 414;completed;Avathomas69@outlook.com;44435;8;3;587.0;240.0;587.0;8
02.05.2021;3368;;4 225;completed;alexandermoore1993@gmail.com;44272;3;3;1900.0;325.0;2000.0;5
03.03.2021;4127;;8 900;returned;Avataylor2007@outlook.com;44258;3;3;3500.0;3500.0;1900.0;3
25.06.2021;4068;;3 680;completed;williamanderson1993@yahoo.com;44372;6;3;890.0;890.0;1900.0;6
07.01.2022;2420;;3 100;completed;isabellawilliams1987@gmail.com;44568;13;2;;1100.0;2000.0;13
10.08.2021;4127;;1 580;completed;Avataylor2007@outlook.com;44258;3;3;240.0;1100.0;240.0;8
21.04.2021;2937;;2 487;completed;Oliversmith66@yandex.ru;44307;4;3;1100.0;800.0;587.0;4
18.04.2021;2822;;5 725;completed;Alexandermoore66@yahoo.com;44304;4;3;3500.0;1900.0;325.0;4
08.06.2021;2755;;8 000;completed;Charlotteanderson12@mail.ru;44355;6;3;4900.0;1100.0;2000.0;6
31.12.2021;2802;;4 125;completed;Emmawilliams33@outlook.com;44561;12;3;1900.0;1900.0;325.0;12
05.12.2021;3148;;2 064;completed;Sophiasmith1993@yahoo.com;44327;5;3;890.0;587.0;587.0;12
25.08.2021;1293;;3 125;completed;Alexanderthomas69@yandex.ru;44426;8;3;800.0;2000.0;325.0;8
16.08.2021;3116;;3 590;completed;Lucasthomas2007@mail.ru;44257;3;3;800.0;890.0;1900.0;8
06.01.2022;3135;;3 825;completed;Olivermartinez0@yandex.ru;44567;13;2;325.0;;3500.0;13
24.06.2021;4183;;3 590;completed;Lucaswilliams12@yandex.ru;44286;3;3;890.0;800.0;1900.0;6
11.03.2021;2762;;8 800;returned;oliverwilliams1987@gmail.com;44266;3;3;1900.0;4900.0;2000.0;3
15.07.2021;3294;;6 030;completed;Isabellabrown69@mail.ru;44392;7;3;890.0;240.0;4900.0;7
22.04.2021;2156;;10 400;completed;Lucaswilliams88@yandex.ru;44308;4;3;4900.0;3500.0;2000.0;4
29.10.2021;3210;;6 377;completed;emmabrown2007@gmail.com;44418;8;3;4900.0;587.0;890.0;10
20.09.2021;1382;;2 020;completed;williamthomas69@yahoo.com;44291;4;3;890.0;890.0;240.0;9
25.09.2021;1523;;2 315;completed;Olivermartinez12@yandex.ru;44464;9;3;890.0;325.0;1100.0;9
07.04.2021;3783;;5 640;completed;Charlottebrown12@yahoo.com;44293;4;3;1900.0;240.0;3500.0;4
03.10.2021;2692;;2 015;completed;sophiaanderson0@gmail.com;44472;10;3;890.0;325.0;800.0;10
18.01.2022;3093;;3 074;completed;Charlottethomas69@yahoo.com;44466;9;3;587.0;1900.0;587.0;13
25.08.2021;1861;;5 640;completed;Alexandermoore0@yandex.ru;44310;4;3;240.0;1900.0;3500.0;8
20.09.2021;3095;;4 225;completed;Emmamartinez1993@yandex.ru;44459;9;3;325.0;2000.0;1900.0;9
12.03.2021;1285;;3 030;completed;Sophiabrown1987@outlook.com;44267;3;3;890.0;1900.0;240.0;3
09.07.2021;3699;;1 665;completed;liambrown12@gmail.com;44249;2;3;240.0;325.0;1100.0;7
10.01.2022;2883;;2 787;completed;isabellataylor33@gmail.com;44253;2;3;1100.0;587.0;1100.0;13
17.09.2021;1309;;4 065;completed;Sophiabrown1987@outlook.com;44455;9;3;325.0;240.0;3500.0;9
05.10.2021;2690;;7 900;completed;alexanderlopez12@gmail.com;44474;10;3;1900.0;1100.0;4900.0;10
08.05.2021;2579;;3 377;completed;Williamanderson1993@yandex.ru;44324;5;3;1900.0;890.0;587.0;5
08.03.2021;3193;;7 125;completed;Avathomas88@yahoo.com;44263;3;3;1900.0;4900.0;325.0;3
25.07.2021;2297;;2 240;completed;Liamanderson88@outlook.com;44325;5;2;;240.0;2000.0;7
22.03.2021;2694;;2 000;completed;Liammoore12@yahoo.com;44277;3;1;;;2000.0;3
25.08.2021;2637;;5 400;completed;Williamtaylor69@yandex.ru;44433;8;2;3500.0;;1900.0;8
30.08.2021;4055;;4 325;completed;Isabellathomas66@mail.ru;44438;8;3;2000.0;325.0;2000.0;8
02.05.2021;2763;;1 600;completed;alexanderanderson1987@gmail.com;44308;4;2;800.0;;800.0;5
08.07.2021;2468;;4 715;completed;Alexanderanderson69@yandex.ru;44385;7;3;3500.0;325.0;890.0;7
27.06.2021;3157;;6 900;completed;sophiasmith13@gmail.com;44374;6;2;2000.0;4900.0;;6
30.03.2021;1927;;8 725;completed;Avaanderson69@yahoo.com;44285;3;3;4900.0;325.0;3500.0;3
03.07.2021;3732;;4 630;completed;Alexanderthomas0@mail.ru;44380;7;3;890.0;240.0;3500.0;7
20.01.2022;4011;;2 912;completed;Charlottethomas69@yahoo.com;44257;3;3;587.0;325.0;2000.0;13
22.06.2021;4062;;1 627;completed;Olivermartinez88@mail.ru;44333;5;3;240.0;587.0;800.0;6
09.04.2021;1722;;4 700;completed;Isabellajackson66@yandex.ru;44295;4;3;2000.0;1900.0;800.0;4
28.03.2021;1915;;5 400;completed;oliverjackson2007@gmail.com;44283;3;2;;1900.0;3500.0;3
29.01.2022;1614;;6 200;completed;Emmaanderson1993@mail.ru;44336;5;3;3500.0;1900.0;800.0;13
18.07.2021;1794;;1 665;completed;Avaanderson66@yandex.ru;44302;4;3;240.0;325.0;1100.0;7
19.09.2021;1236;;10 400;completed;alexanderwilliams88@gmail.com;44416;8;3;4900.0;2000.0;3500.0;9
10.11.2021;2789;;6 600;returned;Lucassmith1993@mail.ru;44491;10;3;1100.0;2000.0;3500.0;11
03.02.2022;2301;;5 700;completed;Charlottelopez1993@outlook.com;44392;7;3;1900.0;1900.0;1900.0;14
02.03.2021;3587;;1 370;completed;Avamoore88@outlook.com;44257;3;3;890.0;240.0;240.0;3
19.06.2021;1438;;5 400;returned;Liamthomas1987@yahoo.com;44366;6;3;800.0;1100.0;3500.0;6
26.02.2021;2779;;3 340;completed;Isabellaanderson12@mail.ru;44253;2;3;1100.0;2000.0;240.0;2
22.05.2021;1284;;5 800;completed;williamthomas33@gmail.com;44337;5;3;1900.0;1900.0;2000.0;5
02.02.2022;2271;;4 540;completed;Olivermoore88@yahoo.com;44267;3;3;3500.0;240.0;800.0;14
02.11.2021;2125;;4 325;completed;williamjackson33@gmail.com;44366;6;3;2000.0;2000.0;325.0;11
27.02.2021;2944;;2 790;completed;Isabellalopez66@yahoo.com;44254;2;2;890.0;1900.0;;2
22.01.2022;1813;;4 630;completed;Emmasmith69@outlook.com;44426;8;3;3500.0;240.0;890.0;13
30.09.2021;4037;;2 465;completed;Isabellalopez1993@yandex.ru;44469;9;3;325.0;1900.0;240.0;9
05.06.2021;1853;;4 690;completed;Emmaanderson33@yahoo.com;44352;6;3;1900.0;890.0;1900.0;6
08.06.2021;2768;;6 300;completed;Liamlopez1987@mail.ru;44253;2;3;3500.0;2000.0;800.0;6
19.12.2021;2040;;4 387;returned;Lucasjackson1993@yahoo.com;44549;12;3;1900.0;587.0;1900.0;12
22.12.2021;1600;;6 087;completed;sophialopez1987@gmail.com;44552;12;3;587.0;2000.0;3500.0;12
08.01.2022;4102;;2 140;completed;sophiaanderson66@gmail.com;44569;13;3;240.0;1100.0;800.0;13
08.07.2021;3363;;4 587;completed;Williamanderson88@yandex.ru;44385;7;3;587.0;2000.0;2000.0;7
07.07.2021;2028;;4 700;completed;Alexanderlopez1987@mail.ru;44384;7;3;2000.0;1900.0;800.0;7
18.03.2021;3201;;3 500;completed;sophiathomas88@gmail.com;44273;3;1;;;3500.0;3
03.06.2021;4186;;2 187;completed;liamwilliams0@gmail.com;44350;6;3;587.0;800.0;800.0;6
28.03.2021;3297;;2 880;completed;Emmataylor1993@yandex.ru;44269;3;3;1100.0;890.0;890.0;3
13.04.2021;1512;;5 000;completed;Emmawilliams88@mail.ru;44299;4;3;1100.0;2000.0;1900.0;4
10.06.2021;2580;;7 387;completed;Isabellalopez0@mail.ru;44357;6;3;587.0;4900.0;1900.0;6
20.10.2021;1662;;7 400;completed;Lucasanderson69@yandex.ru;44489;10;3;3500.0;2000.0;1900.0;10
20.08.2021;1629;;4 387;completed;Lucaslopez1987@yahoo.com;44411;8;3;1900.0;1900.0;587.0;8
26.11.2021;2679;;2 912;completed;Emmawilliams33@mail.ru;44526;11;3;587.0;2000.0;325.0;11
03.04.2021;3740;;1 802;returned;Lucasanderson66@mail.ru;44289;4;3;890.0;325.0;587.0;4
03.04.2021;1771;;2 380;completed;Emmawilliams2007@yandex.ru;44289;4;3;1900.0;240.0;240.0;4
08.12.2021;2357;;5 940;completed;Liammartinez2007@yandex.ru;44538;12;3;4900.0;800.0;240.0;12
03.01.2022;3891;;4 887;completed;Lucastaylor13@mail.ru;44401;7;3;3500.0;587.0;800.0;13
25.01.2022;2705;;1 387;completed;olivermartinez66@gmail.com;44586;13;2;800.0;587.0;;13
25.02.2021;3796;;1 125;completed;Sophialopez2007@outlook.com;44252;2;2;325.0;800.0;;2
15.08.2021;2495;;1 900;completed;Avamartinez69@yandex.ru;44354;6;2;800.0;1100.0;;8
22.04.2021;2161;;5 140;returned;Liamlopez33@yahoo.com;44308;4;2;;4900.0;240.0;4
20.02.2021;1842;;7 387;completed;Liamlopez1993@outlook.com;44247;2;3;587.0;1900.0;4900.0;2
12.01.2022;1264;;4 625;completed;Williambrown0@outlook.com;44539;12;3;325.0;800.0;3500.0;13
18.11.2021;2364;;2 890;completed;Alexanderbrown0@mail.ru;44299;4;2;;890.0;2000.0;11
06.06.2021;3017;;4 125;completed;isabellathomas1987@gmail.com;44258;3;3;1900.0;1900.0;325.0;6
04.05.2021;3410;;3 690;completed;Charlottelopez1987@yandex.ru;44320;5;3;890.0;800.0;2000.0;5
02.08.2021;2452;;1 365;completed;avathomas0@gmail.com;44410;8;3;240.0;325.0;800.0;8
18.11.2021;3337;;4 140;completed;Emmabrown0@mail.ru;44290;4;3;2000.0;1900.0;240.0;11
23.06.2021;2435;;7 690;completed;Oliverbrown1993@yahoo.com;44370;6;3;890.0;1900.0;4900.0;6
23.09.2021;1997;;7 400;completed;Isabellathomas1993@yandex.ru;44462;9;3;1900.0;2000.0;3500.0;9
07.10.2021;1801;;800;completed;Williamthomas12@yahoo.com;44301;4;1;800.0;;;10
05.02.2022;1330;;5 500;completed;Charlottelopez1993@mail.ru;44597;14;2;;3500.0;2000.0;14
09.10.2021;3586;;3 587;returned;Oliverthomas69@mail.ru;44282;3;3;1100.0;587.0;1900.0;10
22.11.2021;3388;;4 327;completed;Isabellamartinez0@yandex.ru;44326;5;3;240.0;587.0;3500.0;11
11.09.2021;2681;;11 700;completed;lucasmoore88@gmail.com;44450;9;3;4900.0;4900.0;1900.0;9
25.09.2021;2733;;4 327;completed;liammoore1993@gmail.com;44464;9;3;3500.0;240.0;587.0;9
10.11.2021;1334;;5 490;completed;Avabrown66@outlook.com;44244;2;3;1100.0;3500.0;890.0;11
26.09.2021;3973;;3 500;completed;Lucassmith1993@yandex.ru;44465;9;3;800.0;800.0;1900.0;9
25.08.2021;3216;;10 387;completed;Avawilliams69@outlook.com;44343;5;3;4900.0;4900.0;587.0;8
11.07.2021;2131;;1 215;completed;Olivertaylor69@yandex.ru;44388;7;2;325.0;890.0;;7
07.03.2021;1708;;3 980;completed;Alexanderthomas12@outlook.com;44262;3;3;240.0;3500.0;240.0;3
02.09.2021;3455;;2 487;completed;avataylor69@gmail.com;44441;9;3;587.0;800.0;1100.0;9
09.03.2021;2884;;5 825;completed;Avawilliams88@mail.ru;44264;3;3;3500.0;325.0;2000.0;3
01.08.2021;1319;;2 827;completed;Emmajackson13@yandex.ru;44409;8;3;240.0;2000.0;587.0;8
17.08.2021;1900;;2 274;completed;Williamsmith13@mail.ru;44303;4;3;1100.0;587.0;587.0;8
16.09.2021;1869;;1 125;completed;Charlotteanderson1993@mail.ru;44455;9;2;;800.0;325.0;9
25.01.2022;4131;;4 925;completed;sophiajackson33@gmail.com;44552;12;3;1100.0;325.0;3500.0;13
16.11.2021;3436;;3 240;completed;Williamlopez1993@mail.ru;44516;11;3;240.0;1900.0;1100.0;11
09.08.2021;2869;;1 125;completed;lucasthomas33@gmail.com;44351;6;2;800.0;;325.0;8
07.08.2021;3193;;10 300;completed;Avathomas88@yahoo.com;44263;3;3;3500.0;4900.0;1900.0;8
18.06.2021;3373;;2 225;completed;emmajackson88@yahoo.com;44365;6;2;1900.0;325.0;;6
21.09.2021;3859;;7 487;completed;Olivermartinez2007@mail.ru;44361;6;3;4900.0;587.0;2000.0;9
23.12.2021;3134;;4 225;completed;Avamoore1993@yandex.ru;44300;4;3;325.0;2000.0;1900.0;12
28.04.2021;2855;;4 674;completed;Lucastaylor2007@mail.ru;44314;4;3;587.0;587.0;3500.0;4
28.08.2021;2484;;4 700;completed;Sophialopez33@yahoo.com;44297;4;3;2000.0;800.0;1900.0;8
05.04.2021;2574;;4 065;completed;Charlotteanderson12@yahoo.com;44291;4;3;3500.0;240.0;325.0;4
22.11.2021;3014;;3 687;returned;Sophiaanderson1993@outlook.com;44340;5;3;587.0;1100.0;2000.0;11
03.07.2021;3353;;2 880;returned;Oliverlopez69@yandex.ru;44352;6;3;1100.0;890.0;890.0;7
15.04.2021;2208;;2 487;completed;Liamanderson1993@yandex.ru;44301;4;2;587.0;1900.0;;4
05.03.2021;2170;;7 487;completed;Williamlopez33@yahoo.com;44260;3;3;2000.0;587.0;4900.0;3
07.03.2021;3314;;1 687;completed;Avataylor33@yandex.ru;44262;3;2;;1100.0;587.0;3
09.12.2021;1919;;4 977;completed;Sophiathomas2007@gmail.com;44389;7;3;3500.0;587.0;890.0;12
26.12.2021;2832;;4 065;returned;Emmabrown88@mail.ru;44441;9;3;3500.0;240.0;325.0;12
11.02.2022;2398;;5 400;completed;avathomas2007@gmail.com;44603;14;2;1900.0;;3500.0;14
01.10.2021;3302;;6 587;completed;alexandertaylor13@gmail.com;44470;10;3;1100.0;587.0;4900.0;10
03.05.2021;1752;;890;completed;Liamsmith1993@yandex.ru;44319;5;1;;890.0;;5
08.03.2021;3981;;5 490;completed;Emmathomas69@mail.ru;44263;3;3;1100.0;890.0;3500.0;3
10.02.2022;3366;;7 140;completed;Alexanderanderson66@mail.ru;44407;7;3;240.0;4900.0;2000.0;14
05.03.2021;2740;;5 490;completed;Olivermoore2007@yahoo.com;44260;3;3;890.0;3500.0;1100.0;3
21.07.2021;2778;;1 040;completed;Alexandermoore1987@yahoo.com;44387;7;2;800.0;240.0;;7
01.09.2021;2490;;3 240;completed;Lucaslopez1993@yahoo.com;44440;9;3;1900.0;240.0;1100.0;9
24.01.2022;2916;;4 630;returned;Sophiamartinez1987@yahoo.com;44585;13;3;3500.0;890.0;240.0;13
10.06.2021;3770;;2 812;completed;Isabellamartinez88@outlook.com;44284;3;3;1900.0;325.0;587.0;6
25.12.2021;4139;;9 290;completed;alexanderanderson1993@gmail.com;44537;12;3;4900.0;3500.0;890.0;12
14.07.2021;2019;;3 240;completed;Liamwilliams33@yahoo.com;44246;2;3;1900.0;1100.0;240.0;7
12.09.2021;3527;;5 740;completed;Isabellajackson1993@gmail.com;44451;9;3;240.0;2000.0;3500.0;9
27.08.2021;2571;;2 727;completed;Isabellasmith12@yahoo.com;44435;8;3;1900.0;587.0;240.0;8
11.08.2021;1758;;1 450;completed;alexandersmith12@gmail.com;44419;8;3;325.0;325.0;800.0;8
22.12.2021;1349;;1 687;completed;Charlottebrown1987@outlook.com;44358;6;2;;1100.0;587.0;12
24.10.2021;1257;;5 725;returned;Isabellamoore13@yahoo.com;44313;4;3;1900.0;3500.0;325.0;10
08.05.2021;2925;;1 990;returned;Emmalopez12@yandex.ru;44324;5;2;1100.0;890.0;;5
11.03.2021;3255;;4 487;returned;Isabellamartinez69@yandex.ru;44266;3;3;1900.0;587.0;2000.0;3
15.07.2021;3206;;8 900;completed;Isabellabrown1987@outlook.com;44342;5;3;4900.0;2000.0;2000.0;7
14.07.2021;2769;;4 200;completed;Lucasjackson0@outlook.com;44391;7;3;1100.0;1100.0;2000.0;7
13.12.2021;3117;;4 300;completed;Avalopez2007@outlook.com;44543;12;2;3500.0;;800.0;12
06.04.2021;2290;;6 290;completed;Liamtaylor1987@yahoo.com;44282;3;3;1900.0;890.0;3500.0;4
09.04.2021;2926;;6 890;completed;Charlottetaylor2007@yahoo.com;44295;4;3;890.0;1100.0;4900.0;4
08.03.2021;3250;;4 412;completed;Sophiaanderson33@outlook.com;44263;3;3;587.0;325.0;3500.0;3
20.10.2021;4029;;9 800;completed;Alexanderwilliams1993@mail.ru;44321;5;2;4900.0;4900.0;;10
05.06.2021;3091;;6 500;completed;Alexanderjackson33@outlook.com;44352;6;3;800.0;800.0;4900.0;6
03.07.2021;3347;;2 325;completed;Alexandertaylor2007@mail.ru;44380;7;2;2000.0;325.0;;7
08.12.2021;2349;;1 974;completed;emmajackson0@gmail.com;44263;3;3;800.0;587.0;587.0;12
13.03.2021;2741;;5 000;completed;Sophiajackson13@mail.ru;44268;3;3;2000.0;1900.0;1100.0;3
11.01.2022;2346;;5 987;completed;Charlottemartinez2007@outlook.com;44297;4;3;3500.0;587.0;1900.0;13
27.10.2021;1983;;3 800;completed;Williamjackson1993@outlook.com;44291;4;2;;1900.0;1900.0;10
25.10.2021;2654;;3 825;completed;Oliverjackson2007@mail.ru;44494;10;2;3500.0;325.0;;10
03.10.2021;2585;;6 287;completed;Liammoore1987@yahoo.com;44472;10;3;587.0;800.0;4900.0;10
18.08.2021;4042;;2 800;completed;Sophialopez1993@outlook.com;44426;8;2;;800.0;2000.0;8
22.02.2021;1806;;4 487;completed;Olivermartinez69@yahoo.com;44249;2;3;1900.0;587.0;2000.0;2
27.09.2021;3229;;4 065;completed;Lucasmartinez69@yahoo.com;44466;9;3;240.0;3500.0;325.0;9
10.07.2021;2244;;5 100;completed;Emmawilliams1987@outlook.com;44387;7;3;2000.0;1100.0;2000.0;7
06.01.2022;2942;;4 630;completed;Alexanderlopez13@yandex.ru;44346;5;3;3500.0;890.0;240.0;13
22.10.2021;2789;;2 487;returned;Lucassmith1993@mail.ru;44491;10;2;587.0;1900.0;;10
06.04.2021;1857;;2 277;completed;Liambrown0@yandex.ru;44292;4;3;890.0;800.0;587.0;4
31.03.2021;2286;;5 825;completed;Alexanderbrown2007@yahoo.com;44255;2;3;2000.0;3500.0;325.0;3
26.03.2021;3464;;4 140;completed;Avathomas0@yahoo.com;44267;3;3;2000.0;240.0;1900.0;3
27.10.2021;3851;;1 340;completed;Lucasbrown69@yahoo.com;44281;3;2;1100.0;;240.0;10
31.05.2021;2278;;3 025;completed;Williammoore12@yahoo.com;44347;5;3;1900.0;325.0;800.0;5
11.04.2021;2383;;5 225;completed;emmataylor1993@gmail.com;44297;4;2;4900.0;;325.0;4
07.02.2022;2551;;5 900;completed;Oliverjackson2007@yandex.ru;44543;12;3;1900.0;2000.0;2000.0;14
11.08.2021;1844;;4 625;completed;liamanderson13@gmail.com;44419;8;3;325.0;3500.0;800.0;8
08.06.2021;1555;;3 340;completed;Liamsmith1987@yahoo.com;44355;6;3;240.0;2000.0;1100.0;6
21.09.2021;2438;;2 140;completed;Williammoore12@yandex.ru;44432;8;2;240.0;;1900.0;9
07.12.2021;3849;;5 465;completed;Alexandertaylor2007@yahoo.com;44288;4;3;325.0;4900.0;240.0;12
07.12.2021;1899;;3 387;completed;liammoore88@gmail.com;44382;7;3;587.0;2000.0;800.0;12
25.08.2021;4012;;1 340;returned;Charlottewilliams66@outlook.com;44433;8;2;1100.0;240.0;;8
24.07.2021;3891;;4 790;completed;Lucastaylor13@mail.ru;44401;7;3;890.0;2000.0;1900.0;7
25.09.2021;3041;;1 125;completed;Lucaslopez33@yahoo.com;44414;8;2;325.0;800.0;;9
04.09.2021;1640;;1 237;completed;Avabrown0@outlook.com;44327;5;3;325.0;325.0;587.0;9
13.08.2021;1727;;2 225;completed;Lucaslopez1987@outlook.com;44354;6;2;;325.0;1900.0;8
18.08.2021;2624;;1 717;completed;Alexanderanderson0@yahoo.com;44268;3;3;890.0;240.0;587.0;8
29.12.2021;3606;;3 377;completed;Alexanderanderson0@mail.ru;44345;5;3;890.0;587.0;1900.0;12
28.11.2021;2627;;3 900;completed;Emmalopez1993@yandex.ru;44314;4;3;1100.0;800.0;2000.0;11
04.09.2021;3561;;4 625;completed;Sophiasmith33@mail.ru;44321;5;3;800.0;325.0;3500.0;9
19.07.2021;2155;;2 487;completed;Williamjackson66@yandex.ru;44243;2;3;1100.0;587.0;800.0;7
05.04.2021;2478;;1 477;completed;Williambrown69@yahoo.com;44291;4;2;;587.0;890.0;4
07.07.2021;2790;;2 200;completed;Alexanderthomas33@yandex.ru;44384;7;2;;1100.0;1100.0;7
15.07.2021;2940;;4 065;completed;Williammoore33@yandex.ru;44392;7;3;240.0;3500.0;325.0;7
01.12.2021;2110;;5 225;completed;emmawilliams1987@yahoo.com;44420;8;2;4900.0;;325.0;12
23.02.2021;3178;;1 152;completed;isabellaanderson88@gmail.com;44250;2;3;240.0;325.0;587.0;2
08.06.2021;2633;;5 725;completed;Williambrown88@mail.ru;44355;6;3;3500.0;325.0;1900.0;6
05.01.2022;2262;;3 587;completed;Oliveranderson13@outlook.com;44442;9;3;1900.0;1100.0;587.0;13
12.05.2021;2429;;7 790;returned;Alexanderlopez66@yahoo.com;44285;3;3;4900.0;890.0;2000.0;5
23.12.2021;1923;;9 200;completed;Emmathomas69@mail.ru;44352;6;3;4900.0;3500.0;800.0;12
08.09.2021;3590;;4 240;completed;charlottethomas12@outlook.com;44269;3;3;2000.0;2000.0;240.0;9
19.03.2021;3775;;2 525;completed;Alexandermartinez12@yahoo.com;44274;3;3;1100.0;325.0;1100.0;3
11.04.2021;2272;;1 040;returned;Lucastaylor33@yandex.ru;44297;4;2;800.0;240.0;;4
17.05.2021;2967;;3 587;completed;Sophiataylor1987@outlook.com;44333;5;3;587.0;1900.0;1100.0;5
13.12.2021;2109;;2 015;completed;Isabellamartinez13@yandex.ru;44543;12;3;800.0;325.0;890.0;12
27.05.2021;4057;;3 740;completed;sophiathomas33@gmail.com;44308;4;2;240.0;;3500.0;5
26.06.2021;4214;;4 240;returned;Emmamoore1987@yahoo.com;44281;3;3;240.0;2000.0;2000.0;6
26.03.2021;3052;;2 140;completed;Alexanderlopez12@yandex.ru;44281;3;3;1100.0;800.0;240.0;3
26.10.2021;3845;;6 325;completed;oliverbrown1987@gmail.com;44495;10;3;4900.0;1100.0;325.0;10
19.07.2021;2928;;8 725;completed;Oliverwilliams12@outlook.com;44396;7;3;4900.0;3500.0;325.0;7
23.04.2021;3033;;4 674;completed;Emmamoore12@yahoo.com;44309;4;3;587.0;587.0;3500.0;4
16.01.2022;3311;;6 025;completed;Avajackson1993@gmail.com;44415;8;3;4900.0;325.0;800.0;13
29.06.2021;2710;;6 287;completed;Williamlopez69@outlook.com;44376;6;3;587.0;4900.0;800.0;6
08.02.2022;1608;;3 825;completed;Avasmith1993@yahoo.com;44600;14;2;;325.0;3500.0;14
07.01.2022;3201;;3 130;completed;sophiathomas88@gmail.com;44273;3;3;240.0;890.0;2000.0;13
09.05.2021;4230;;2 015;completed;Avasmith88@outlook.com;44269;3;3;800.0;890.0;325.0;5
10.12.2021;1527;;1 365;returned;Liamwilliams2007@yandex.ru;44352;6;3;325.0;240.0;800.0;12
12.11.2021;3262;;5 280;completed;Liamthomas0@outlook.com;44512;11;3;890.0;3500.0;890.0;11
18.12.2021;3091;;2 800;completed;Alexanderjackson33@outlook.com;44352;6;2;2000.0;800.0;;12
11.04.2021;2484;;3 990;completed;Sophialopez33@yahoo.com;44297;4;3;890.0;1100.0;2000.0;4
17.06.2021;2587;;1 900;completed;Isabellasmith33@outlook.com;44319;5;2;;800.0;1100.0;6
01.11.2021;3809;;3 125;completed;charlottemoore33@gmail.com;44250;2;3;325.0;800.0;2000.0;11
16.03.2021;2910;;3 477;completed;liamwilliams69@gmail.com;44271;3;3;2000.0;890.0;587.0;3
10.03.2021;3369;;2 487;completed;Isabellasmith66@yandex.ru;44265;3;2;1900.0;587.0;;3
12.10.2021;1598;;3 025;completed;Avamoore66@yahoo.com;44481;10;3;1900.0;325.0;800.0;10
