Дата транзакции;id Клиента;№ операции;Сумма;Статус;email Клиента;Дата первой продажи;Номер когорты;Количество товаров;Товар 1;Товар 2;Товар 3;Товар 3.1;Месяц;Товар 1.1;Товар 2.1;Товар 3.2;Доставка;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37;Unnamed: 38;Unnamed: 39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43;Unnamed: 44;Unnamed: 45;Unnamed: 46;Продукт 1;Продукт 2;Продукт 3;Продукт 4;Продукт 5;Продукт 6;Продукт 7;Продукт 8;Продукт 9;Продукт 10;Продукт 11;Продукт 12;Продукт 13;Продукт 14;Продукт 15;Продукт 16;Продукт 17
16.05.2021;2563;;2 575;completed;liambrown13@gmail.com;16.05.2021;5;3;1100.0;325.0;800.0;;5;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.01.2022;1356;;3 100;completed;Lucaswilliams69@mail.ru;18.01.2022;13;2;;1100.0;2000.0;;13;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.01.2022;2952;;7 140;completed;sophiathomas0@gmail.com;25.12.2021;12;3;2000.0;4900.0;240.0;;13;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.2021;1462;;1 665;completed;Sophiabrown1987@yahoo.com;26.06.2021;6;3;1100.0;240.0;325.0;;6;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.04.2021;2494;;3 340;completed;Lucasanderson1987@outlook.com;13.04.2021;4;3;240.0;1100.0;2000.0;;4;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.11.2021;3040;;2 100;completed;Sophiamartinez13@yahoo.com;26.11.2021;11;3;325.0;1100.0;325.0;;11;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.08.2021;2216;;2 012;completed;olivermoore12@gmail.com;13.04.2021;4;3;1100.0;587.0;325.0;;8;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.09.2021;4044;;3 377;completed;Olivermartinez69@yandex.ru;18.09.2021;9;3;890.0;1900.0;587.0;;9;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.02.2021;2576;;6 650;completed;Charlottetaylor2007@yahoo.com;20.02.2021;2;3;2000.0;800.0;3500.0;;2;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.07.2021;4125;;5 990;returned;Emmajackson2007@yahoo.com;23.07.2021;7;3;1900.0;3500.0;240.0;;7;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.11.2021;3167;;7 837;completed;Avaanderson69@outlook.com;23.11.2021;11;3;587.0;4900.0;2000.0;;11;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.03.2021;3059;;12 150;completed;liamtaylor88@gmail.com;14.03.2021;3;3;2000.0;4900.0;4900.0;;3;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2021;1276;;2 225;completed;Lucasmoore0@gmail.com;01.07.2021;7;3;800.0;325.0;1100.0;;7;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2021;2975;;2 700;returned;Isabellabrown66@outlook.com;01.09.2021;9;2;1900.0;;800.0;;10;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.01.2022;1589;;8 040;completed;Oliverlopez2007@yahoo.com;07.01.2022;13;3;4900.0;890.0;1900.0;;13;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.05.2021;2671;;2 380;completed;charlottejackson69@gmail.com;17.05.2021;5;3;1900.0;240.0;240.0;;5;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.08.2021;1994;;1 499;completed;Lucaslopez12@mail.ru;13.08.2021;8;3;587.0;325.0;587.0;;8;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.08.2021;1274;;1 215;completed;Isabellamartinez69@yahoo.com;18.08.2021;8;2;890.0;;325.0;;8;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.12.2021;2893;;3 565;completed;Lucaswilliams1993@outlook.com;01.07.2021;7;3;890.0;2000.0;325.0;;12;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.2021;2154;;2 790;completed;Charlottetaylor88@mail.ru;03.08.2021;8;2;1900.0;890.0;;;11;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2021;2659;;1 600;completed;Liamtaylor1993@yahoo.com;24.07.2021;7;2;800.0;;800.0;;10;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.02.2022;1800;;3 100;returned;Oliversmith0@gmail.com;05.01.2022;13;2;2000.0;1100.0;;;14;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.03.2021;2924;;2 675;returned;Charlottebrown1993@yandex.ru;13.03.2021;3;2;2000.0;;325.0;;3;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.10.2021;1837;;4 900;completed;Liamlopez69@outlook.com;03.10.2021;10;3;1900.0;1900.0;1100.0;;10;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.09.2021;2370;;4 065;completed;Williamwilliams2007@yandex.ru;03.03.2021;3;3;240.0;3500.0;325.0;;9;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.03.2021;1592;;3 690;completed;Avawilliams33@yahoo.com;07.03.2021;3;3;2000.0;890.0;800.0;;3;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.03.2021;4189;;1 712;completed;Emmajackson1993@outlook.com;08.03.2021;3;3;800.0;325.0;587.0;;3;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.07.2021;1691;;7 140;completed;Williamjackson12@yahoo.com;31.07.2021;7;3;240.0;2000.0;4900.0;;7;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.07.2021;2659;;800;completed;Liamtaylor1993@yahoo.com;24.07.2021;7;1;;;800.0;;7;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.02.2021;1943;;5 815;completed;Olivertaylor13@yandex.ru;24.02.2021;2;3;240.0;4900.0;325.0;;2;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.10.2021;1471;;5 490;completed;sophiamoore1987@gmail.com;19.10.2021;10;3;3500.0;1100.0;890.0;;10;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.05.2021;3539;;12 250;completed;Sophiathomas1993@mail.ru;02.05.2021;5;3;3500.0;4900.0;3500.0;;5;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.04.2021;2902;;6 590;completed;Avalopez1993@yandex.ru;17.04.2021;4;3;4900.0;800.0;890.0;;4;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.04.2021;3336;;7 750;completed;isabellajackson88@gmail.com;13.04.2021;4;3;3500.0;1900.0;2000.0;;4;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.10.2021;3450;;2 000;completed;Emmaanderson66@mail.ru;17.04.2021;4;1;;2000.0;;;10;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.10.2021;3107;;3 375;completed;emmaanderson12@gmail.com;17.10.2021;10;3;325.0;1900.0;800.0;;10;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.11.2021;2466;;7 900;completed;Charlottetaylor69@outlook.com;15.11.2021;11;3;1100.0;4900.0;1900.0;;11;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.10.2021;2977;;6 377;completed;olivertaylor13@gmail.com;17.06.2021;6;3;890.0;587.0;4900.0;;10;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.08.2021;3150;;1 100;completed;Williamlopez66@yahoo.com;14.08.2021;8;1;;;1100.0;;8;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.04.2021;1763;;5 187;completed;Alexandertaylor13@outlook.com;28.04.2021;4;3;587.0;1100.0;3500.0;;4;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.08.2021;2327;;1 130;returned;Alexanderlopez69@outlook.com;07.03.2021;3;2;890.0;;240.0;;8;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.2021;3017;;1 455;completed;isabellathomas1987@gmail.com;03.03.2021;3;3;240.0;890.0;325.0;;5;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.04.2021;2902;;2 225;returned;Avalopez1993@yandex.ru;17.04.2021;4;2;;325.0;1900.0;;4;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.02.2022;2686;;3 477;completed;Liamwilliams2007@mail.ru;09.02.2022;14;3;587.0;2000.0;890.0;;14;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.03.2021;3156;;8 140;completed;avajackson33@yahoo.com;27.03.2021;3;3;4900.0;2000.0;890.0;;3;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;1742;;3 690;completed;Emmajackson69@outlook.com;01.04.2021;4;3;1100.0;2000.0;240.0;;4;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.08.2021;3873;;3 565;completed;Oliverwilliams1987@mail.ru;24.07.2021;7;3;2000.0;890.0;325.0;;8;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.06.2021;1516;;1 687;completed;Lucasthomas13@yahoo.com;16.02.2021;2;2;587.0;;1100.0;;6;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.10.2021;4178;;10 125;completed;Isabellaanderson69@yahoo.com;12.03.2021;3;3;4900.0;4900.0;325.0;;10;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.02.2021;4129;;3 174;completed;Charlottesmith2007@yandex.ru;28.02.2021;2;3;2000.0;587.0;587.0;;2;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.11.2021;3274;;3 115;completed;Isabellawilliams0@mail.ru;27.08.2021;8;3;325.0;890.0;1900.0;;11;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.03.2021;2191;;3 140;completed;emmalopez66@gmail.com;31.03.2021;3;2;;1900.0;890.0;;3;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.10.2021;2571;;6 550;returned;Isabellasmith12@yahoo.com;27.08.2021;8;3;1900.0;800.0;3500.0;;10;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.03.2021;3066;;4 390;completed;oliverbrown88@gmail.com;12.03.2021;3;2;890.0;;3500.0;;3;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.02.2022;2931;;4 975;completed;Isabellamartinez0@yandex.ru;30.08.2021;8;3;3500.0;325.0;800.0;;14;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.08.2021;3580;;5 000;completed;Avaanderson13@yandex.ru;07.08.2021;8;3;1100.0;1900.0;2000.0;;8;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.06.2021;3687;;2 890;completed;Charlottebrown66@yahoo.com;07.06.2021;6;2;2000.0;;890.0;;6;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.09.2021;2322;;4 630;completed;Lucasjackson2007@gmail.com;15.05.2021;5;3;3500.0;890.0;240.0;;9;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.10.2021;4105;;3 737;completed;Avabrown1993@outlook.com;18.10.2021;10;3;800.0;2000.0;587.0;;10;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.03.2021;2907;;5 725;completed;Alexandertaylor13@yandex.ru;21.02.2021;2;3;325.0;1900.0;3500.0;;3;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.12.2021;2991;;4 412;completed;Liammartinez66@yahoo.com;21.12.2021;12;3;325.0;3500.0;587.0;;12;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.03.2021;2946;;6 300;completed;Oliverthomas12@mail.ru;17.02.2021;2;3;800.0;3500.0;2000.0;;3;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.05.2021;2265;;6 900;completed;Charlottemoore0@outlook.com;20.05.2021;5;2;4900.0;;2000.0;;5;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.11.2021;2577;;3 377;returned;Emmabrown69@yahoo.com;03.08.2021;8;3;1900.0;890.0;587.0;;11;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.03.2021;1333;;2 040;completed;emmasmith1993@gmail.com;19.03.2021;3;2;;800.0;890.0;;3;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.05.2021;2248;;2 015;returned;Williamthomas33@outlook.com;18.02.2021;2;3;890.0;800.0;325.0;;5;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.2021;2869;;7 387;completed;lucasthomas33@gmail.com;04.06.2021;6;3;4900.0;1900.0;587.0;;6;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.2021;4032;;4 500;completed;Isabellataylor1987@mail.ru;21.05.2021;5;3;325.0;3500.0;325.0;;6;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2021;2993;;1 840;completed;Emmabrown12@yahoo.com;31.03.2021;3;3;240.0;800.0;800.0;;10;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.2021;2801;;1 712;returned;Lucasmoore66@yandex.ru;26.06.2021;6;3;800.0;325.0;587.0;;6;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.03.2021;4202;;6 850;returned;Charlottejackson33@yandex.ru;21.03.2021;3;3;3500.0;1900.0;1100.0;;3;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.10.2021;1611;;5 727;returned;olivermartinez2007@gmail.com;27.03.2021;3;3;240.0;587.0;4900.0;;10;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.12.2021;1794;;3 162;completed;Avaanderson66@yandex.ru;16.04.2021;4;3;1900.0;587.0;325.0;;12;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.2021;2054;;5 740;completed;liamtaylor0@gmail.com;08.11.2021;11;3;2000.0;240.0;3500.0;;11;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.04.2021;2901;;2 487;completed;Emmathomas33@outlook.com;29.04.2021;4;3;587.0;800.0;1100.0;;4;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.12.2021;3084;;4 487;completed;charlottetaylor88@gmail.com;12.12.2021;12;3;1900.0;587.0;2000.0;;12;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.03.2021;1633;;2 064;returned;Avathomas1987@mail.ru;14.03.2021;3;3;587.0;587.0;890.0;;3;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.2021;3139;;7 587;completed;alexanderthomas2007@gmail.com;07.04.2021;4;3;587.0;3500.0;3500.0;;6;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.08.2021;2965;;7 600;completed;Sophiabrown88@yandex.ru;27.06.2021;6;3;1900.0;800.0;4900.0;;8;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.05.2021;2542;;7 937;completed;Williamthomas69@mail.ru;24.05.2021;5;3;587.0;3500.0;3500.0;;5;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.03.2021;2823;;11 250;completed;Oliveranderson1987@yandex.ru;09.03.2021;3;3;1100.0;4900.0;4900.0;;3;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.07.2021;2257;;5 490;completed;Charlottewilliams88@yandex.ru;13.04.2021;4;2;240.0;;4900.0;;7;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.05.2021;1774;;2 274;completed;alexanderanderson1993@gmail.com;04.05.2021;5;3;1100.0;587.0;587.0;;5;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.01.2022;2740;;1 687;returned;Olivermoore2007@yahoo.com;05.03.2021;3;2;587.0;1100.0;;;13;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.11.2021;1831;;590;completed;Charlottesmith1987@mail.ru;28.03.2021;3;1;;;240.0;;11;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.11.2021;3759;;1 425;completed;Lucasjackson12@gmail.com;30.11.2021;11;2;325.0;;1100.0;;11;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
